,Species,Indentation_line,x,y,H,E,C,Ca,F,Fe,Mg,Na,O,P
338,HCh,1,101,190,2.704749,66.816294,0.0144827586,0.1951724138,0.0075862069,0.0144827586,0.0089655172,0.0110344828,0.0986206897,0.1786206897
339,HCh,1,103.4864864865,189.4864864865,2.805895,67.060934,0.0163325861,0.1784111231,0.0079217148,0.0167522229,0.0065424045,0.0093383038,0.0904007456,0.1683040729
340,HCh,1,105.972972973,188.972972973,4.107545,77.662084,0.0178942596,0.1947230548,0.0069151911,0.0145749477,0.0048285937,0.0069695977,0.0850170021,0.1689796227
341,HCh,1,108.4594594595,188.4594594595,4.173166,79.656385,0.0171295433,0.1795002645,0.0082199441,0.0095398101,0.0078763759,0.0133643989,0.0854658573,0.1781139014
342,HCh,1,110.9459459459,187.9459459459,4.03271,74.019178,0.0169451651,0.159389436,0.0095060578,0.0064285534,0.0077312914,0.0138323972,0.078254452,0.1762887585
343,HCh,1,113.4324324324,187.4324324324,4.04529,74.446572,0.0177088738,0.1874265132,0.0084451273,0.0081423642,0.0055917987,0.0099579356,0.0869383643,0.1663136949
344,HCh,1,115.9189189189,186.9189189189,3.476114,71.917424,0.0185602378,0.1801057908,0.0067892496,0.0102889096,0.0061555125,0.008387698,0.0985602378,0.1803173724
345,HCh,1,118.4054054054,186.4054054054,3.518235,74.645892,0.0160827183,0.1782917307,0.0051071761,0.0119075086,0.0082229667,0.0114163371,0.0927694517,0.1673983023
346,HCh,1,120.8918918919,185.8918918919,3.507859,71.641942,0.0200105791,0.200225687,0.0053600665,0.0091065716,0.0076365835,0.0126294048,0.0913039974,0.1542807486
347,HCh,1,123.3783783784,185.3783783784,3.267821,69.350935,0.0187420972,0.1937185461,0.0060391426,0.0064678472,0.0073307977,0.0128424977,0.0916908894,0.1663373719
348,HCh,1,125.8648648649,184.8648648649,3.264463,68.537979,0.0185456286,0.1587340369,0.0035540666,0.0116128057,0.0108480895,0.0107856225,0.0884103675,0.1735759805
349,HCh,1,128.3513513514,184.3513513514,3.454242,75.357592,0.0179919901,0.1514490819,0.0062068966,0.0166393794,0.0096551724,0.0121473011,0.0879086169,0.1790342813
350,HCh,1,130.8378378378,183.8378378378,2.864929,65.028066,0.0178005592,0.1740006549,0.0083121332,0.0142590867,0.0058346137,0.01062341,0.0926928793,0.175677187
351,HCh,1,133.3243243243,183.3243243243,3.076316,68.117291,0.0180469006,0.1778484169,0.0064905166,0.0085121282,0.0065031108,0.0095639908,0.0929457696,0.1654567895
352,HCh,1,135.8108108108,182.8108108108,3.168651,68.590854,0.0156625778,0.1862990857,0.0079902269,0.0070889902,0.0081453868,0.0063620564,0.1019566258,0.1661877535
353,HCh,1,138.2972972973,182.2972972973,2.949557,65.557947,0.0151114581,0.1939205562,0.0078793985,0.0120596459,0.007306617,0.0089992695,0.0881065968,0.1736656507
354,HCh,1,140.7837837838,181.7837837838,3.278708,69.954667,0.0162247802,0.1727477897,0.0076184479,0.01432508,0.0065660815,0.0132324123,0.0749688925,0.1658169819
355,HCh,1,143.2702702703,181.2702702703,3.230122,74.105017,0.0141603486,0.1699201531,0.0036346692,0.0099216644,0.00712375,0.0141956122,0.079002544,0.1754368908
356,HCh,1,145.7567567568,180.7567567568,2.685281,80.201628,0.0122868442,0.1728016927,0.004097126,0.0101584343,0.0081081081,0.016846427,0.0796599582,0.1844311226
357,HCh,1,148.2432432432,180.2432432432,2.883666,64.922986,0.0163421576,0.1795375431,0.0068371074,0.0076270119,0.008362006,0.0158399033,0.083067429,0.1825465354
358,HCh,1,150.7297297297,179.7297297297,3.206591,67.021446,0.0192247047,0.205440669,0.0071685852,0.0081453868,0.007027027,0.0115936626,0.0968665777,0.1623621571
359,HCh,1,153.2162162162,179.2162162162,3.207907,66.475935,0.021399461,0.2082960127,0.0070134254,0.0105548979,0.0046784716,0.0107040125,0.1002302209,0.1310294451
360,HCh,1,155.7027027027,178.7027027027,2.821122,63.075807,0.017158258,0.1922933931,0.0061459409,0.0121951588,0.0056477167,0.0138404574,0.0943764641,0.1562570212
361,HCh,1,158.1891891892,178.1891891892,3.320938,69.395577,0.0137931034,0.1973844488,0.009866754,0.0109906551,0.0097609632,0.0114878718,0.0949185159,0.1817757739
362,HCh,1,160.6756756757,177.6756756757,2.784091,67.146343,0.0176947684,0.1969779099,0.0100299741,0.0060245334,0.0103448276,0.0097649933,0.0944223067,0.1806171129
363,HCh,1,163.1621621622,177.1621621622,2.901627,67.89311,0.0171476789,0.2004080502,0.0064879978,0.0073806705,0.0098037833,0.0102329916,0.102123876,0.1803329891
364,HCh,1,165.6486486486,176.6486486486,2.512233,63.64074,0.0114339689,0.2044462356,0.0064492078,0.008845621,0.0071015843,0.0114687287,0.1077433818,0.1753583033
365,HCh,1,168.1351351351,176.1351351351,1.387324,50.191849,0.0147497544,0.1791410796,0.0066169618,0.0092697917,0.0070451626,0.0143769678,0.1022110274,0.1729155437
366,HCh,1,170.6216216216,175.6216216216,4.063051,77.377031,0.0166504622,0.1901120879,0.0038079645,0.0080204529,0.0086355507,0.0137240876,0.0958096773,0.1784710713
367,HCh,1,173.1081081081,175.1081081081,3.217492,68.515384,0.0183224604,0.2016397572,0.0055837384,0.0075116496,0.0095221783,0.0165436639,0.0922641747,0.1637117453
368,HCh,1,175.5945945946,174.5945945946,3.178404,69.015937,0.0157844891,0.2008881388,0.0066169618,0.0054038941,0.0097685197,0.0162192388,0.0929528223,0.1672663157
369,HCh,1,178.0810810811,174.0810810811,3.199108,65.14531,0.0155079217,0.2071675776,0.0032805219,0.003974711,0.0085272411,0.0138868039,0.0951119619,0.1767945392
370,HCh,1,180.5675675676,173.5675675676,3.378153,64.006028,0.0185088537,0.2090667741,0.0002982293,0.001472507,0.0067272865,0.0136238382,0.0856381451,0.1756197577
371,HCh,1,183.0540540541,173.0540540541,2.584909,58.413699,0.0209445606,0.1881035742,7.25422533437576E-05,0.0026860784,0.0043948515,0.0124158082,0.0905851238,0.1725195839
372,HCh,1,185.5405405405,172.5405405405,2.666798,76.50578,0.0222110274,0.1831137755,0.0017520969,0.0022402458,0.0066915191,0.0115226317,0.0864527342,0.177448427
373,HCh,1,188.027027027,172.027027027,2.509284,65.552081,0.0173522078,0.196924007,0.0034482759,0.0014352283,0.0095811189,0.0088934788,0.0777068588,0.1685156545
374,HCh,1,190.5135135135,171.5135135135,1.880605,47.776351,0.0240729453,0.1864084028,0.0050094456,0.0024417521,0.0085831591,0.0078935039,0.0600977305,0.1724792826
375,HCh,1,193,171,1.068789,38.252166,0.0351724138,0.1682758621,0.004137931,0.0020689655,0.0075862069,0.0124137931,0.0586206897,0.1689655172
376,HCh,1,195.4864864865,170.4864864865,1.600212,45.217209,0.0350746833,0.1804287046,0.0010438024,0.0020689655,0.0079030755,0.0110067756,0.0771768973,0.1546182716
377,HCh,1,197.972972973,169.972972973,1.46124,41.072745,0.0250306038,0.1860366238,0.0013974459,0.0027218458,0.008200801,0.0117060024,0.0671932697,0.1604679983
378,HCh,1,200.4594594595,169.4594594595,1.2706,34.116361,0.0295992544,0.1745920758,0.004082013,0.0006896552,0.0079333014,0.009946349,0.0752293393,0.1557200071
379,HCh,1,202.9459459459,168.9459459459,2.242923,74.392288,0.0360051384,0.1764570162,0.0043223093,2.01506259288248E-06,0.0083171709,0.0069670789,0.0818473086,0.1512601698
380,HCh,1,205.4324324324,168.4324324324,1.233686,34.314653,0.0322072492,0.1815873656,0.0026467847,0.0002982293,0.0083690587,0.0117473112,0.0769774061,0.1608700033
381,HCh,1,207.9189189189,167.9189189189,1.323127,35.211224,0.0293010252,0.1817344651,0.0027027027,0.0012674744,0.008862749,0.0125815471,0.0736213194,0.1422372232
382,HCh,1,210.4054054054,167.4054054054,1.727439,42.106882,0.0315221279,0.1655368882,0.0029077353,0.0018251429,0.0089841566,0.0128596257,0.0806226543,0.1273313015
383,HCh,1,212.8918918919,166.8918918919,1.204709,31.38771,0.0299267021,0.1442094658,0.0022180801,0.0033737185,0.005208433,0.0137185461,0.0882199441,0.142543009
384,HCh,1,215.3783783784,166.3783783784,1.874755,54.2833,0.0265479459,0.1552605728,0.0013903932,0.0033495378,0.0052562908,0.0132822851,0.0756998564,0.150520138
385,HCh,1,217.8648648649,165.8648648649,0.973637,29.890914,0.0269645601,0.162375255,0.0013793103,0.0021621622,0.0085373164,0.0118672074,0.071829425,0.1573416287
386,HCh,1,220.3513513514,165.3513513514,1.599585,40.251578,0.0319452911,0.16358127,0.0023112768,0.0018639329,0.0087604846,0.0086753482,0.0784081006,0.1626362056
387,HCh,1,222.8378378378,164.8378378378,1.261129,30.250789,0.0339598499,0.1546308657,0.0015848467,0.0020689655,0.0079217148,0.0076980429,0.0736807637,0.1453867661
388,HCh,1,225.3243243243,164.3243243243,1.088616,27.420829,0.0360011083,0.1548243117,0.0004659832,0.0024437672,0.0074537165,0.0077373366,0.0715251505,0.1457041384
389,HCh,1,227.8108108108,163.8108108108,1.120125,30.142356,0.0367814413,0.1578252437,0.0015097856,0.0019384902,0.0078033299,0.009505554,0.0757990983,0.1518354701
390,HCh,1,230.2972972973,163.2972972973,1.456683,37.63833,0.0385818997,0.1499010101,0.0027586207,0.0008946878,0.0063373719,0.011453112,0.0725780207,0.1495599607
391,HCh,1,232.7837837838,162.7837837838,0.930498,25.670087,0.0341910783,0.1499534017,0.0021858391,0.001528425,0.00716254,0.0118037329,0.0759789426,0.1470920128
392,HCh,1,235.2702702703,162.2702702703,1.472034,37.816202,0.0338732022,0.1588927231,0.0032618826,0.0005032619,0.0084118788,0.0106561548,0.0750379084,0.1482446286
393,HCh,1,237.7567567568,161.7567567568,1.859371,41.912451,0.0335845445,0.153738193,0.0030941286,0.000167754,0.0127679404,0.0108072845,0.0835626307,0.1581733458
394,HCh,1,240.2432432432,161.2432432432,1.275399,29.894138,0.0312022367,0.1539049394,0.0016065087,0.0012523614,0.0175139165,0.0084214503,0.0737266064,0.1550605778
395,HCh,1,242.7297297297,160.7297297297,2.030695,46.067585,0.0321155638,0.1543673963,0.0014296869,0.0023913755,0.0169804287,0.0079086169,0.0734948742,0.1453157351
396,HCh,1,245.2162162162,160.2162162162,1.553527,37.841482,0.039984887,0.1379602529,0.0006896552,0.0017707363,0.0119664492,0.011276794,0.0836346692,0.1572086345
397,HCh,1,247.7027027027,159.7027027027,1.327781,29.879958,0.0447716682,0.1415168384,0.0006896552,0.0012352334,0.0110480844,0.0102617063,0.087065817,0.1551789627
398,HCh,1,250.1891891892,159.1891891892,0.960629,25.185627,0.0450326188,0.1428210876,0.0024357069,0.0013793103,0.0109725196,0.0101770736,0.0854855041,0.1354766882
399,HCh,1,252.6756756757,158.6756756757,1.281608,30.323393,0.0453681267,0.1309206317,0.0034482759,0.0006896552,0.0099347623,0.0092264678,0.0670310572,0.1257182439
400,HCh,1,255.1621621622,158.1621621622,1.027067,24.708679,0.0456678673,0.123002947,0.0025349487,0.0010251631,0.0068411375,0.0065424045,0.0594236921,0.1072683308
401,HCh,2,13,180,2.267461,77.846286,0.1100795756,0.1697612732,0.0066312997,0.0039787798,0.0053050398,0.0132625995,0.1047745358,0.1458885942
402,HCh,2,15.3529411765,179.5,3.624243,70.318847,0.063677195,0.1766355968,0.0107275669,0.0092545639,0.0055539457,0.0147360668,0.097214173,0.1479844811
403,HCh,2,17.7058823529,179,4.511542,77.669446,0.0232383808,0.1819604903,0.0151247905,0.0116412382,0.0064820531,0.013316871,0.0922479937,0.1663506482
404,HCh,2,20.0588235294,178.5,4.391976,80.082547,0.0162677485,0.1893306288,0.0136713996,0.0106693712,0.0089249493,0.0122515213,0.0895334686,0.1783772819
405,HCh,2,22.4117647059,178,3.36676,70.36399,0.014158215,0.1892900609,0.015010142,0.0109127789,0.0087221095,0.018336714,0.0921298174,0.1602028398
406,HCh,2,24.7647058824,177.5,0.236662,17.831299,0.0114604462,0.1859634888,0.0120689655,0.013346856,0.008336714,0.0185598377,0.0990872211,0.1587221095
407,HCh,2,27.1176470588,177,4.268753,82.482347,0.013346856,0.1823935091,0.0096551724,0.015862069,0.0067342799,0.0153346856,0.0995131846,0.1738742394
408,HCh,2,29.4705882353,176.5,3.387352,72.269989,0.0141176471,0.1839959432,0.0089655172,0.015821501,0.005821501,0.0119066937,0.1013184584,0.1763894523
409,HCh,2,31.8235294118,176,3.633728,74.157629,0.0164300203,0.1864503043,0.0088438134,0.0150912779,0.009979716,0.0132251521,0.105030426,0.1890872211
410,HCh,2,34.1764705882,175.5,3.424776,74.112701,0.0182555781,0.190040568,0.0129411765,0.0148478702,0.008336714,0.0175456389,0.1029817444,0.1879107505
411,HCh,2,36.5294117647,175,1.964449,58.620778,0.0144421907,0.2052738337,0.0165517241,0.0183772819,0.0093306288,0.0162271805,0.0972008114,0.1814198783
412,HCh,2,38.8823529412,174.5,3.722553,75.765439,0.0146653144,0.1977687627,0.0147261663,0.020831643,0.0102231237,0.0115415822,0.0919675456,0.1694929006
413,HCh,2,41.2352941176,174,4.827095,83.552615,0.0184584178,0.1957809331,0.0082758621,0.0188235294,0.010020284,0.0120892495,0.0834888438,0.1693711968
414,HCh,2,43.5882352941,173.5,4.187571,79.993944,0.0202839757,0.2019878296,0.0064705882,0.0129817444,0.0088843813,0.0112170385,0.0890466531,0.1670385396
415,HCh,2,45.9411764706,173,0.605373,31.358487,0.0197971602,0.1994726166,0.0089249493,0.0131845842,0.0082758621,0.0123326572,0.1018255578,0.1748884381
416,HCh,2,48.2941176471,172.5,4.098754,80.14344,0.0170993915,0.2030831643,0.0117241379,0.0137728195,0.0080121704,0.0155983773,0.0952332657,0.1717444219
417,HCh,2,50.6470588235,172,2.711741,63.951558,0.0147667343,0.2073022312,0.0103448276,0.0140770791,0.0073427992,0.0142799189,0.0907099391,0.1625963489
418,HCh,2,53,171.5,4.06176,81.929902,0.0165517241,0.1862068966,0.0075862069,0.0124137931,0.0082758621,0.0110344828,0.0937931034,0.1703448276
419,HCh,2,55.3529411765,171,4.114392,83.090663,0.0151318458,0.1918458418,0.0078701826,0.0131034483,0.0089249493,0.0105476673,0.0901419878,0.1774036511
420,HCh,2,57.7058823529,170.5,3.929723,80.187719,0.0161866126,0.1880933063,0.0092292089,0.0106490872,0.0084178499,0.011663286,0.0927586207,0.171703854
421,HCh,2,60.0588235294,170,4.45797,80.469298,0.0154563895,0.1705882353,0.0101419878,0.0110344828,0.0096551724,0.0112778905,0.083326572,0.1773225152
422,HCh,2,62.4117647059,169.5,3.369542,71.14004,0.0161460446,0.1781135903,0.0065517241,0.010831643,0.0086815416,0.0140973631,0.0901622718,0.1805679513
423,HCh,2,64.7647058824,169,3.574189,71.487571,0.0208924949,0.174158215,0.0045030426,0.0103448276,0.0080730223,0.0163894523,0.097484787,0.1726572008
424,HCh,2,67.1176470588,168.5,3.299239,71.81483,0.0178093306,0.1810750507,0.0067951318,0.0110750507,0.0097971602,0.0162677485,0.0912778905,0.1568965517
425,HCh,2,69.4705882353,168,3.188448,68.89188,0.0189046653,0.1805273834,0.0096146045,0.0178904665,0.0073022312,0.0138336714,0.0837728195,0.1512778905
426,HCh,2,71.8235294118,167.5,2.405093,67.043409,0.0185598377,0.1773630832,0.0102434077,0.019979716,0.0069574037,0.0112778905,0.0916024341,0.1504259635
427,HCh,2,74.1764705882,167,3.415353,64.842106,0.0128600406,0.1849087221,0.0095334686,0.0126166329,0.007464503,0.012535497,0.0949290061,0.1634482759
428,HCh,2,76.5294117647,166.5,4.271326,76.908383,0.0094929006,0.1881338742,0.0093711968,0.0068356998,0.0078904665,0.0135699797,0.0902231237,0.1790669371
429,HCh,2,78.8823529412,166,3.266273,74.113556,0.0095740365,0.182474645,0.0075862069,0.0094117647,0.0110344828,0.0110344828,0.0920081136,0.1746044625
430,HCh,2,81.2352941176,165.5,2.995445,68.6481,0.0132657201,0.1769979716,0.0075862069,0.0160649087,0.0082555781,0.0089858012,0.090872211,0.1707302231
431,HCh,2,83.5882352941,165,2.60695,66.452471,0.019148073,0.1853955375,0.0082758621,0.019959432,0.0049492901,0.0081541582,0.0862474645,0.15663286
432,HCh,2,85.9411764706,164.5,3.336485,63.34817,0.0165720081,0.1652941176,0.0096348884,0.0168356998,0.0064705882,0.0078701826,0.0936511156,0.1581744422
433,HCh,2,88.2941176471,164,2.821821,64.955559,0.0168356998,0.1787018256,0.0079918864,0.0109939148,0.0055172414,0.0073022312,0.0973630832,0.1612170385
434,HCh,2,90.6470588235,163.5,3.637837,70.804009,0.0169168357,0.1837931034,0.0090872211,0.0086409736,0.0045030426,0.009148073,0.090872211,0.1680121704
435,HCh,2,93,163,3.501004,70.150799,0.02,0.1820689655,0.0110344828,0.0137931034,0.004137931,0.0124137931,0.084137931,0.1737931034
436,HCh,2,95.3529411765,162.5,4.055345,72.313857,0.023346856,0.1756997972,0.0109127789,0.0152535497,0.0054361055,0.0164503043,0.0879107505,0.1681947262
437,HCh,2,97.7058823529,162,2.529746,57.852449,0.0171602434,0.1600811359,0.0106288032,0.011643002,0.0070993915,0.0156592292,0.0875862069,0.1535902637
438,HCh,2,100.0588235294,161.5,2.930472,62.19745,0.0151926978,0.1731237323,0.0101622718,0.0101217039,0.0079918864,0.016653144,0.0902028398,0.1465720081
439,HCh,2,102.4117647059,161,3.365193,67.172706,0.0168762677,0.1610547667,0.0115618661,0.0105882353,0.0095334686,0.0193103448,0.0871805274,0.1556592292
440,HCh,2,104.7647058824,160.5,3.019814,65.236628,0.0189655172,0.1654158215,0.0102434077,0.0105882353,0.009148073,0.0146247465,0.0822718053,0.1634685598
441,HCh,2,107.1176470588,160,3.002717,63.045438,0.0186206897,0.192494929,0.008356998,0.0073833671,0.0067342799,0.0103448276,0.0853144016,0.1640973631
442,HCh,2,109.4705882353,159.5,2.761654,62.57383,0.0177687627,0.1720283976,0.0084381339,0.0096754564,0.0065922921,0.0111967546,0.1014604462,0.1646247465
443,HCh,2,111.8235294118,159,2.984098,62.364318,0.0181744422,0.1682758621,0.0096551724,0.0102231237,0.0051521298,0.0136713996,0.0972819473,0.1530223124
444,HCh,2,114.1764705882,158.5,3.393559,66.494519,0.0211359026,0.1818864097,0.0080527383,0.0106490872,0.0049492901,0.0155780933,0.0985395538,0.1590263692
445,HCh,2,116.5294117647,158,2.98269,62.338408,0.0182555781,0.1876267748,0.0075862069,0.0138336714,0.0048275862,0.0148073022,0.0978498986,0.1776876268
446,HCh,2,118.8823529412,157.5,2.965401,64.509342,0.0125760649,0.1977281947,0.0070588235,0.0109127789,0.007505071,0.0109127789,0.0931034483,0.1653549696
447,HCh,2,121.2352941176,157,2.803819,62.263489,0.0136308316,0.1915212982,0.0043002028,0.0105070994,0.0089655172,0.0106693712,0.0863691684,0.1697363083
448,HCh,2,123.5882352941,156.5,2.590975,58.010389,0.0169371197,0.1932251521,0.0056389452,0.0123326572,0.0053955375,0.0113184584,0.0820081136,0.1637931034
449,HCh,2,125.9411764706,156,2.897143,61.097992,0.0205273834,0.197484787,0.0088032454,0.0157403651,0.0047870183,0.0109939148,0.0845841785,0.1548884381
450,HCh,2,128.2941176471,155.5,2.610429,58.516448,0.0229614604,0.1760243408,0.0084178499,0.0173833671,0.0042393509,0.0135496957,0.0978904665,0.1629411765
451,HCh,2,130.6470588235,155,2.15746,56.760951,0.0260040568,0.1798377282,0.006693712,0.0110750507,0.0073427992,0.0139959432,0.1015821501,0.1721703854
452,HCh,2,133,154.5,2.677972,61.837428,0.0203448276,0.1875862069,0.0086206897,0.0086206897,0.01,0.0124137931,0.0934482759,0.1786206897
453,HCh,2,135.3529411765,154,2.865515,61.207476,0.0167545639,0.1871399594,0.0073022312,0.0107910751,0.0080324544,0.0121298174,0.0928600406,0.1771196755
454,HCh,2,137.7058823529,153.5,2.36775,57.363941,0.0180121704,0.1887829615,0.0072819473,0.012494929,0.007484787,0.0099188641,0.0893509128,0.1663286004
455,HCh,2,140.0588235294,153,2.405556,56.937482,0.0255578093,0.1920081136,0.0082758621,0.012494929,0.0089249493,0.009127789,0.0759026369,0.1655983773
456,HCh,2,142.4117647059,152.5,3.073698,62.992065,0.0271602434,0.1854766734,0.0088235294,0.010851927,0.0062677485,0.0128803245,0.079979716,0.1715821501
457,HCh,2,144.7647058824,152,2.755612,59.851292,0.02,0.1794726166,0.0072616633,0.0098174442,0.0067342799,0.0113590264,0.0864908722,0.1661663286
458,HCh,2,147.1176470588,151.5,2.854009,63.134513,0.02,0.1861866126,0.004989858,0.0101217039,0.0093103448,0.0137525355,0.0897768763,0.1723123732
459,HCh,2,149.4705882353,151,3.04097,65.517739,0.0234888438,0.1988235294,0.0058823529,0.0096146045,0.0076267748,0.0169168357,0.0952941176,0.17663286
460,HCh,2,151.8235294118,150.5,3.00217,62.512198,0.0178701826,0.1970182556,0.0076267748,0.0082758621,0.0054563895,0.0145030426,0.0952738337,0.1734077079
461,HCh,2,154.1764705882,150,3.35215,63.463912,0.0129006085,0.1860446247,0.0067748479,0.0078296146,0.0056389452,0.0102231237,0.0910344828,0.1640973631
462,HCh,2,156.5294117647,149.5,2.673929,59.797396,0.015030426,0.2057403651,0.0051521298,0.0106693712,0.0068965517,0.0098985801,0.0954158215,0.1594523327
463,HCh,2,158.8823529412,149,3.11881,65.098236,0.0206085193,0.2124543611,0.0080324544,0.0123326572,0.004989858,0.0182150101,0.0967545639,0.1652738337
464,HCh,2,161.2352941176,148.5,3.184678,68.87084,0.0181338742,0.1874442191,0.0082758621,0.0097971602,0.0055172414,0.0183975659,0.0848073022,0.1687221095
465,HCh,2,163.5882352941,148,3.147881,64.833944,0.0155375254,0.1852332657,0.0071805274,0.006653144,0.0053549696,0.0143610548,0.0885598377,0.1724543611
466,HCh,2,165.9411764706,147.5,3.413222,66.810765,0.0168559838,0.1990669371,0.0055983773,0.0053144016,0.0065111562,0.01336714,0.0979918864,0.1709939148
467,HCh,2,168.2941176471,147,3.19005,63.722432,0.0153752535,0.194969574,0.0053144016,0.006693712,0.0075862069,0.008356998,0.0971196755,0.1655172414
468,HCh,2,170.6470588235,146.5,3.07237,58.84624,0.0171196755,0.1856795132,0.0045841785,0.0072008114,0.0069168357,0.007484787,0.0884381339,0.1865720081
469,HCh,2,173,146,1.978681,43.992784,0.0186206897,0.1924137931,0.0048275862,0.0027586207,0.0055172414,0.0096551724,0.0868965517,0.2
470,HCh,2,175.3529411765,145.5,1.715527,44.437865,0.0195131846,0.2093711968,0.0027586207,0.002494929,0.0071399594,0.0105679513,0.0889452333,0.1765314402
471,HCh,2,177.7058823529,145,1.251198,34.652178,0.0218661258,0.1989046653,0.0034482759,0.0004868154,0.0085598377,0.0103448276,0.0882352941,0.1732251521
472,HCh,2,180.0588235294,144.5,1.166459,35.227782,0.0245436105,0.1978904665,0.0031237323,0.0017241379,0.0082150101,0.009979716,0.0824543611,0.1809127789
473,HCh,2,182.4117647059,144,2.011678,70.098103,0.0260851927,0.2075456389,0.0037322515,0.0027586207,0.0067342799,0.0116024341,0.0773630832,0.1672616633
474,HCh,2,184.7647058824,143.5,1.304368,41.47306,0.0289046653,0.2063488844,0.0024137931,0.0034482759,0.0063894523,0.0100811359,0.0684178499,0.165862069
475,HCh,2,187.1176470588,143,1.518717,41.941754,0.032494929,0.1992697769,0.0021501014,0.0047464503,0.0102636917,0.0087221095,0.0752941176,0.1788640974
476,HCh,2,189.4705882353,142.5,1.266704,38.146831,0.0340365112,0.197505071,0.0022515213,0.0036308316,0.0064097363,0.0089452333,0.073346856,0.1722718053
477,HCh,2,191.8235294118,142,1.718825,51.358238,0.0298985801,0.1822312373,0.0012576065,0.0040162272,0.0028803245,0.0126166329,0.0695334686,0.1678701826
478,HCh,2,194.1764705882,141.5,1.298793,38.261874,0.0264300203,0.1757809331,0.0037322515,0.0025760649,0.0085192698,0.0144827586,0.0689249493,0.1589655172
479,HCh,2,196.5294117647,141,1.15759,41.619036,0.0251521298,0.1918864097,0.0048275862,0.0017444219,0.0082352941,0.0148884381,0.0709939148,0.1652332657
480,HCh,2,198.8823529412,140.5,1.038706,34.076933,0.0253144016,0.1908924949,0.0035699797,0.0021095335,0.0052332657,0.0140365112,0.0767342799,0.1732251521
481,HCh,2,201.2352941176,140,1.078729,30.981002,0.0330223124,0.1877484787,0.004137931,0.0023935091,0.0034482759,0.0088438134,0.0709533469,0.1701014199
482,HCh,2,203.5882352941,139.5,0.9268,30.792149,0.0369776876,0.1835902637,0.0031034483,0.0035091278,0.0040770791,0.0062880325,0.0580933063,0.1586612576
483,HCh,2,205.9411764706,139,1.681011,56.684287,0.0338336714,0.1787829615,0.0020689655,0.0027180527,0.007505071,0.0068965517,0.0623123732,0.1671399594
484,HCh,2,208.2941176471,138.5,1.701744,43.908488,0.0332251521,0.1806896552,0.0040365112,0.0018661258,0.0077890467,0.0115821501,0.0610547667,0.1604868154
485,HCh,2,210.6470588235,138,1.3539,41.428187,0.0339553753,0.186693712,0.0027586207,0.0023123732,0.0073833671,0.0137931034,0.0638539554,0.1634482759
486,HCh,2,213,137.5,1.031036,28.514053,0.0393103448,0.1882758621,1.960117891752E-17,0.0027586207,0.01,0.0168965517,0.0782758621,0.1689655172
487,HCh,2,215.3529411765,137,0.998128,27.749455,0.042515213,0.1773225152,0.0032454361,0.0023123732,0.0110750507,0.0117241379,0.0815010142,0.166653144
488,HCh,2,217.7058823529,136.5,0.844323,25.428283,0.0334888438,0.1707302231,0.0047261663,0.0042799189,0.0122718053,0.0086815416,0.0793711968,0.1563894523
489,HCh,2,220.0588235294,136,1.744018,41.523633,0.0323326572,0.1757809331,0.0027586207,0.0054361055,0.0102636917,0.0097363083,0.0756186613,0.1395131846
490,HCh,2,222.4117647059,135.5,0.942513,30.181403,0.0340973631,0.1864300203,0.0027586207,0.0025963489,0.0063894523,0.0118052738,0.070040568,0.1474239351
491,HCh,2,224.7647058824,135,1.226624,38.464094,0.0370385396,0.1845436105,0.0022312373,0.0001622718,0.0053144016,0.0124137931,0.0683975659,0.1593103448
492,HCh,2,227.1176470588,134.5,1.482909,38.053772,0.0367545639,0.1821501014,0.0003448276,0.0010344828,0.0061054767,0.0107910751,0.0648884381,0.1405679513
493,HCh,2,229.4705882353,134,0.904792,26.388876,0.035862069,0.1902636917,0.0006490872,0.0006896552,0.0072616633,0.0112778905,0.0707099391,0.1348478702
494,HCh,2,231.8235294118,133.5,1.033456,29.126043,0.0411764706,0.1695131846,0.0026977688,0.0012576065,0.008336714,0.0173022312,0.0739553753,0.1392089249
495,HCh,2,234.1764705882,133,1.04886,27.874315,0.0331034483,0.1593103448,0.0052738337,0.0018255578,0.0070182556,0.0190263692,0.0774036511,0.1519269777
496,HCh,2,236.5294117647,132.5,1.007423,27.587587,0.0265517241,0.1628803245,0.0044624746,0.0010344828,0.0087221095,0.0105070994,0.0817241379,0.1545233266
497,HCh,2,238.8823529412,132,1.107029,29.103851,0.0298580122,0.149979716,0.0020689655,0.0013793103,0.0127789047,0.008356998,0.0805273834,0.1456389452
498,HCh,2,241.2352941176,131.5,0.873115,24.360212,0.0381541582,0.1570791075,0.0006896552,0.0006896552,0.0138539554,0.0105679513,0.0918661258,0.1514604462
499,HCh,2,243.5882352941,131,1.051767,27.975593,0.0371602434,0.1695334686,0.0013793103,0.0006896552,0.0122920892,0.0137525355,0.1034888438,0.1454361055
500,HCh,2,245.9411764706,130.5,0.800413,26.223969,0.0306896552,0.1577687627,0.0027991886,0.00168357,0.0120689655,0.012515213,0.0818052738,0.1416024341
501,HIs,1,50,250,0.56475,34.041013,0,0,0,0,0,0,0,0
502,HIs,1,51.5762711864,249.7966101695,3.957921,75.734268,0.0068867872,0.1165294923,0.0025560998,0.0045348217,0.003094915,0.0079184256,0.0379371196,0.1105052339
