,Species,Indentation_line,x,y,H,E,C,Ca,F,Fe,Mg,Na,O,P
648,HIs,2,117.6949152542,231.4406779661,2.682525,69.264745,0.0122844208,0.2112387443,0.0031201894,0.0022435091,0.0082766545,0.0118636143,0.0678986419,0.1616006102
649,HIs,2,119.2203389831,231.2372881356,2.884975,71.687634,0.0139918177,0.2047087143,0.0039859731,0.0027108738,0.0098188194,0.0100535914,0.0679241993,0.169475874
650,HIs,2,120.7457627119,231.0338983051,2.84055,71.306966,0.0139157396,0.2075216198,0.0034482759,0.0023903159,0.0096436815,0.0113500877,0.0834373793,0.1629157297
651,HIs,2,122.2711864407,230.8305084746,2.178241,67.146063,0.0165735173,0.1859933234,0.0050579996,0.0019938781,0.0104967855,0.0076880405,0.0863955066,0.1718226035
652,HIs,2,123.7966101695,230.6271186441,2.482549,66.584705,0.0167264658,0.1859091224,0.0037934006,0.0037405026,0.0088842881,0.009924021,0.0884506038,0.1606060486
653,HIs,2,125.3220338983,230.4237288136,2.685377,69.40252,0.0160964447,0.1822314238,0.0038457043,0.0028755114,0.0088947885,0.011081239,0.0787978088,0.1619023467
654,HIs,2,126.8474576271,230.2203389831,2.868364,70.996424,0.015394308,0.2032844308,0.0022326125,0.0027356388,0.0078899246,0.0130450029,0.0792269364,0.1718162637
655,HIs,2,128.3728813559,230.0169491525,2.734685,69.955146,0.0155961921,0.2141245579,0.0027512903,0.0011455289,0.0079339072,0.013886616,0.0851051521,0.1754793014
656,HIs,2,129.8983050847,229.813559322,2.528898,68.236673,0.0115866428,0.2148320439,0.0031340578,0.0011936721,0.0063354763,0.0126812549,0.0884478301,0.1809426542
657,HIs,2,131.4237288136,229.6101694915,2.431546,64.959933,0.0121185945,0.2055576578,0.0034219259,0.0007130333,0.0072939801,0.0107392842,0.0836293574,0.1661775748
658,HIs,2,132.9491525424,229.406779661,2.440409,61.146598,0.0134150908,0.1958541442,0.0021182974,0.0012364659,0.0055873758,0.0095616598,0.065810855,0.1746448207
659,HIs,2,134.4745762712,229.2033898305,2.371794,58.576377,0.0190801296,0.195209066,0.0019286967,0.0021426661,0.006308532,0.0080725911,0.0680222687,0.1665910509
660,HIs,2,136,229,1.352731,39.235278,0.0227586207,0.1827586207,0.0013793103,0.0020689655,0.004137931,0.0117241379,0.0731034483,0.1751724138
661,HIs,2,137.5254237288,228.7966101695,1.263298,34.801359,0.024465225,0.1675043834,0.001955641,0.0013793103,0.0053302162,0.0124137931,0.0763880771,0.154868498
662,HIs,2,139.0508474576,228.593220339,1.169216,31.915826,0.0240158892,0.168452585,0.0028612468,0.0009559282,0.0067537073,0.0108292306,0.077892203,0.1442678977
663,HIs,2,140.5762711864,228.3898305085,1.244349,32.350687,0.0260664296,0.1602250641,0.0022209234,0.0009321539,0.0066277031,0.0098041585,0.0802573577,0.1341816165
664,HIs,2,142.1016949153,228.186440678,1.213293,31.115416,0.0250599808,0.1605143191,0.0031340578,0.0013909994,0.005447107,0.0105318527,0.0741540778,0.1336377775
665,HIs,2,143.6271186441,227.9830508475,1.136876,29.415053,0.0291291642,0.1582945844,0.0023261251,0.0027586207,0.0048085667,0.0119696084,0.068806427,0.1405711795
666,HIs,2,145.1525423729,227.7796610169,1.213943,30.8264,0.0278433665,0.1651439836,0.0027586207,0.0026534191,0.0048160953,0.0114901584,0.0719585137,0.145959643
667,HIs,2,146.6779661017,227.5762711864,1.137463,29.751877,0.0259608317,0.1704880682,0.0022910579,0.0020689655,0.0070263202,0.0109631596,0.0739099942,0.1379421292
668,HIs,2,148.2033898305,227.3728813559,1.262681,30.049029,0.0230391584,0.172445096,0.0012390415,0.0005493863,0.0070429623,0.0106604325,0.0845137644,0.1329263291
669,HIs,2,149.7288135593,227.1694915254,1.055933,26.781444,0.0218936295,0.1671055682,0.0006896552,0,0.0082958722,0.0094798364,0.0880270235,0.1281956235
670,HIs,2,151.2542372881,226.9661016949,1.155364,27.887565,0.019923922,0.1642373872,0.0020455874,0.0001693925,0.008363431,0.0077968083,0.0866219576,0.1225426701
671,HIs,2,152.7796610169,226.7627118644,1.165278,28.836424,0.0188077148,0.1546376883,0.0019053185,0.0010637054,0.0081015166,0.0068985329,0.0821614875,0.1341271335
672,HIs,2,154.3050847458,226.5593220339,1.297945,30.28314,0.020395051,0.1391809726,0.0018585622,0.0011681146,0.0082516914,0.0074116633,0.0756922803,0.135792727
673,HIs,2,155.8305084746,226.3559322034,1.22992,28.610397,0.0218066548,0.1351387334,0.0006026806,0.0013793103,0.0083576856,0.0084862653,0.0752088678,0.1460587029
674,HIs,2,157.3559322034,226.1525423729,1.267335,29.075286,0.0231887389,0.141302638,0.0005844535,0.0010286382,0.0101251127,0.0080678362,0.0801283817,0.1489633379
675,HIs,2,158.8813559322,225.9491525424,1.240658,29.321046,0.0197111413,0.1379970084,0.0012707407,0.0012974868,0.010656272,0.0069866963,0.0801236268,0.149664484
676,HIs,2,160.406779661,225.7457627119,1.268978,28.51586,0.0230145915,0.1466546474,0.0027352425,0.0006896552,0.0112016959,0.0084185084,0.0897708744,0.1473056692
677,HIs,2,161.9322033898,225.5423728814,1.224956,28.307476,0.0270582175,0.1561055583,0.0038223261,0.0010383461,0.0100389305,0.008558381,0.0858502808,0.1516310216
678,HIs,2,163.4576271186,225.3389830508,1.196345,27.89874,0.0290905309,0.1627819988,0.0032594677,0.0010304213,0.0093629456,0.0095868211,0.0798317963,0.1479844278
679,HIs,2,164.9830508475,225.1355932203,1.205628,27.943568,0.028903902,0.1634239071,0.0027586207,0.0015546464,0.0108373535,0.0088735896,0.0735145469,0.1475006191
680,HIs,2,166.5084745763,224.9322033898,1.208512,27.030321,0.0248743425,0.1573844218,0.0017299825,0.0023261251,0.0096193127,0.0063479579,0.0714533081,0.1485930519
681,HIs,2,168.0338983051,224.7288135593,1.210682,28.714762,0.0238871113,0.1616899623,0.0027883387,0.0023675321,0.0101811806,0.0044131195,0.0684735857,0.1484054324
682,HIs,2,169.5593220339,224.5254237288,1.186298,28.209033,0.021277873,0.1724217179,0.0035925071,0.0015389949,0.0089811687,0.0047614142,0.0711868369,0.1479531248
683,HIs,2,171.0847457627,224.3220338983,1.252507,27.968411,0.0221741672,0.1781778918,0.0027001753,0.0006312098,0.0103915839,0.0052789032,0.0714487513,0.1407700918
684,HIs,2,172.6101694915,224.1186440678,1.22143,28.059015,0.0211922852,0.177893788,0.0016980852,0.0008416131,0.0138376804,0.0066340429,0.0765602433,0.1409828725
685,HIs,2,174.1355932203,223.9152542373,1.231711,29.060599,0.0208691517,0.1643207956,0,0.0015312683,0.0153047578,0.0083693746,0.0782048361,0.1415968459
686,HIs,2,175.6610169492,223.7118644068,1.260125,28.858277,0.0238017217,0.1557233851,0,0.0025922,0.0139044468,0.0080537697,0.0766012541,0.1446673073
687,HIs,2,177.186440678,223.5084745763,1.159711,26.930665,0.0265787675,0.1466514775,0.0002571596,0.0030344035,0.0131644692,0.0083693746,0.0834603612,0.14340885
688,HIs,2,178.7118644068,223.3050847458,1.153201,26.44557,0.0288135593,0.1453272445,0.0018702513,0.0029083993,0.0133190027,0.0059752945,0.0798276357,0.1367460797
689,HIs,2,180.2372881356,223.1016949153,1.225205,27.017772,0.0249529961,0.1455420064,0.0021390999,0.0020455874,0.0158103597,0.0045888518,0.0790078158,0.1379926498
690,HIs,2,181.7627118644,222.8983050847,1.241852,26.555398,0.0224079486,0.1485928538,0.0020689655,0.001325818,0.0156534488,0.0070786239,0.0710879751,0.1378375219
691,HIs,2,183.2881355932,222.6949152542,0.842012,20.368854,0.0241292138,0.1542329295,0.000490941,0.0004792519,0.0105084746,0.0068965517,0.0754741503,0.1387900821
692,HIs,2,184.813559322,222.4915254237,0.734225,19.470151,0.0245868706,0.1584124657,0.0002852926,0.0003389831,0.007151532,0.0094261459,0.0797475953,0.1353404194
693,HIs,2,186.3389830508,222.2881355932,0.64912,18.632338,0.0260549386,0.1521538599,0.0007247224,0.0003651349,0.0069316189,0.0096434833,0.0846894967,0.1459903516
694,HIs,2,187.8644067797,222.0847457627,0.680199,18.334374,0.0245161418,0.1455689507,0.001320865,0.0012857978,0.0087200468,0.0100642899,0.0811179903,0.1518210185
695,HIs,2,189.3898305085,221.8813559322,0.802545,19.843529,0.022775659,0.1429828924,0.0010286382,0.0020689655,0.0111577133,0.0112736134,0.084494943,0.1391021209
696,HIs,2,190.9152542373,221.6779661017,0.944233,22.607408,0.024341202,0.1476783326,0.0004675628,0.0020689655,0.010629922,0.0099779096,0.0882940891,0.1361505315
697,HIs,2,192.4406779661,221.4745762712,1.003714,24.73713,0.0255368552,0.1521063111,0.0008105083,0.0014805496,0.0093512566,0.0080692231,0.0923983398,0.1327801167
698,HIs,2,193.9661016949,221.2711864407,0.984324,23.093069,0.0299196624,0.146348156,0.0027118644,0.0018882802,0.0086606108,0.0073928419,0.0925273158,0.139828032
699,HIs,2,195.4915254237,221.0677966102,1.153005,25.123528,0.0299949479,0.1343195079,0.0034482759,0.0027118644,0.0094673548,0.0051089164,0.0860436458,0.1412109085
700,HIs,2,197.0169491525,220.8644067797,1.061244,23.719711,0.0326921515,0.123947736,0.0048158971,0.0026316259,0.0085548148,0.0057159556,0.083797363,0.1339716094
701,HIs,3,44,233,3.218048,63.297718,0.0172413793,0.2310344828,0.0103448276,0,0,0.0034482759,0.1068965517,0.1275862069
702,HIs,3,45.5423728814,232.7796610169,4.350559,80.181133,0.0163077396,0.2184097911,0.0065478608,0.0057963262,0.0020358465,0.0100326237,0.0996338085,0.1611772611
703,HIs,3,47.0847457627,232.5593220339,4.008995,81.21847,0.0163518212,0.2123181012,0.0063898602,0.0052343262,0.0039643781,0.0115657411,0.0877126074,0.1679110244
704,HIs,3,48.6271186441,232.3389830508,4.679685,89.751657,0.0144871173,0.2198173335,0.0057106063,0.0074810053,0.006604325,0.0116369652,0.0882193979,0.1787712607
705,HIs,3,50.1694915254,232.1186440678,4.409537,84.518209,0.0137653667,0.2159264579,0.006458905,0.0066766387,0.0081260835,0.0115860484,0.083590724,0.1784475329
706,HIs,3,51.7118644068,231.8983050847,4.69398,87.664633,0.0129015642,0.2161913441,0.0058679135,0.0050964348,0.0069230998,0.009953739,0.0882992402,0.179687565
707,HIs,3,53.2542372881,231.6779661017,4.188269,90.956331,0.0200116891,0.1991445185,0.0051412099,0.0053399241,0.006310117,0.0093532378,0.0861797541,0.1844747348
708,HIs,3,54.7966101695,231.4576271186,4.037734,84.509323,0.0256632557,0.2088369375,0.007556687,0.0037462481,0.0054179833,0.0079893808,0.0806488425,0.1845109907
709,HIs,3,56.3389830508,231.2372881356,4.069489,84.920836,0.0244184687,0.210075979,0.0074810053,0.005584404,0.0056428494,0.0108153622,0.0739743831,0.1838954323
710,HIs,3,57.8813559322,231.0169491525,4.130884,83.517712,0.017873976,0.2125176079,0.0074810053,0.0050744435,0.0049912332,0.0122473724,0.075571229,0.1806862871
711,HIs,3,59.4237288136,230.7966101695,4.121386,80.495786,0.0130586732,0.1973037871,0.008100526,0.0059146698,0.0045821157,0.0129037435,0.0779884892,0.1810619224
712,HIs,3,60.9661016949,230.5762711864,3.827436,73.252048,0.0098322916,0.1841288175,0.0063354763,0.0041846873,0.0058912916,0.0108024844,0.0775974007,0.1726333099
713,HIs,3,62.5084745763,230.3559322034,3.671086,75.996209,0.0151373466,0.1874108708,0.0069353832,0.0028834362,0.0061092235,0.0104850964,0.0739759681,0.1690322836
714,HIs,3,64.0508474576,230.1355932203,3.949,78.467993,0.0182301954,0.1928615439,0.0040773064,0.0028872005,0.0068008598,0.0103729606,0.0709972362,0.1701209522
715,HIs,3,65.593220339,229.9152542373,4.205824,82.677005,0.0219629714,0.1994771617,0.0038819602,0.0039396131,0.0056933699,0.0093746347,0.0760120457,0.1590454586
716,HIs,3,67.1355932203,229.6949152542,3.806864,81.733602,0.0186206897,0.1953659769,0.0046340231,0.004137931,0.007252375,0.0083109293,0.0862629645,0.1605479995
717,HIs,3,68.6779661017,229.4745762712,3.812904,83.111907,0.0179074582,0.1846972234,0.0031911163,0.0043835996,0.0070245371,0.0086497142,0.0883935453,0.1690810211
718,HIs,3,70.2203389831,229.2542372881,3.665166,84.259448,0.0156902991,0.1678677352,0.0038736392,0.0034330206,0.0084125648,0.0100409117,0.0862912956,0.1771559897
719,HIs,3,71.7627118644,229.0338983051,3.652375,80.346146,0.0197901911,0.1750353149,0.0036119229,0.0032667981,0.0072416765,0.0090190096,0.0697118347,0.1647796412
720,HIs,3,73.3050847458,228.813559322,3.296352,76.623782,0.0189212375,0.176513487,0.0053068381,0.0047849904,0.0080579302,0.0083142973,0.0697403639,0.1580411891
721,HIs,3,74.8474576271,228.593220339,3.127688,72.034142,0.0221274109,0.1932464908,0.0056497836,0.0048079723,0.0073019049,0.0080771479,0.06189779,0.1602224886
722,HIs,3,76.3898305085,228.3728813559,3.161725,72.58204,0.0200633983,0.1873942288,0.0055657807,0.0062118495,0.0065710408,0.011408533,0.0811590011,0.1751359597
723,HIs,3,77.9322033898,228.1525423729,3.240156,74.633406,0.0205305649,0.1804196178,0.0044886032,0.0063517222,0.0063120982,0.0118760959,0.0856081784,0.1781959207
724,HIs,3,79.4745762712,227.9322033898,3.32177,74.67341,0.0208287353,0.1692286204,0.0052145143,0.0063471654,0.0061601403,0.012370603,0.089161854,0.1705003517
725,HIs,3,81.0169491525,227.7118644068,3.009696,67.005582,0.0218952144,0.1680236555,0.0063788646,0.0069817433,0.0076329632,0.0110495399,0.0798129749,0.1538131136
726,HIs,3,82.5593220339,227.4915254237,2.994572,67.116659,0.0225391039,0.1719073988,0.0055990649,0.0054302668,0.0091876096,0.0126501501,0.0756165985,0.1432455993
727,HIs,3,84.1016949153,227.2711864407,2.890391,65.324277,0.0181691745,0.1743349612,0.006452367,0.0048743425,0.0078433665,0.0125584206,0.0782977543,0.1475218179
728,HIs,3,85.6440677966,227.0508474576,3.040681,65.652335,0.018598104,0.1806569654,0.0048042081,0.0026175594,0.0091541273,0.0104024805,0.0801160982,0.1537883486
729,HIs,3,87.186440678,226.8305084746,3.207066,70.640678,0.0170995255,0.1704272454,0.0043717124,0.0028872005,0.0067313198,0.0079602572,0.0783916631,0.1626274654
730,HIs,3,88.7288135593,226.6101694915,2.791647,66.319957,0.0221212692,0.1766569258,0.0027758571,0.0032523353,0.01102002,0.0090384253,0.0706142706,0.1823350405
731,HIs,3,90.2711864407,226.3898305085,2.2977,59.153482,0.0231705118,0.1763022913,0.0032144944,0.0037171245,0.010365432,0.0096084161,0.0663649962,0.1807397795
732,HIs,3,91.813559322,226.1694915254,2.888495,67.263497,0.0257042665,0.1891818641,0.0036602641,0.0024430158,0.0116104171,0.0104617183,0.0641745832,0.1747690418
733,HIs,3,93.3559322034,225.9491525424,2.949651,71.08951,0.0253785575,0.1878893303,0.002736035,0.0044309503,0.0118651993,0.0102287294,0.0659029807,0.1473773886
734,HIs,3,94.8983050847,225.7288135593,2.428648,56.884913,0.0187579867,0.1828784832,0.0016875848,0.0052016365,0.0119184935,0.0131181091,0.0647604236,0.1320789706
735,HIs,3,96.4406779661,225.5084745763,2.562668,60.826425,0.015189254,0.1848069817,0.0012182389,0.0048210483,0.0123060159,0.0143801325,0.0665302281,0.1328009193
736,HIs,3,97.9830508475,225.2881355932,2.043358,55.353667,0.0112900574,0.1841094018,0.0018585622,0.0025983417,0.0117241379,0.0134089491,0.068769973,0.1363397359
737,HIs,3,99.5254237288,225.0677966102,2.240353,53.549742,0.0180841811,0.1880688268,0.002769121,0.0013793103,0.0102735044,0.0110941168,0.0697673082,0.1490439727
738,HIs,3,101.0677966102,224.8474576271,1.851759,50.070334,0.0215098713,0.1928976018,0.0034482759,0.0007364115,0.0090824079,0.0110624177,0.0687434249,0.1566472179
739,HIs,3,102.6101694915,224.6271186441,1.360432,44.050122,0.0211338399,0.1938561056,0.0026066628,0.0022209234,0.007102002,0.0108559768,0.07404531,0.1748576014
740,HIs,3,104.1525423729,224.406779661,0.958769,37.02443,0.0201676094,0.1945376378,0.0022793688,0.0023691171,0.0074810053,0.0117865457,0.0779308364,0.1779086469
741,HIs,3,105.6949152542,224.186440678,2.371023,52.422896,0.0203815788,0.181739096,0.0040168798,0.0031092928,0.0078550555,0.0114160616,0.0787209383,0.1786006796
742,HIs,3,107.2372881356,223.9661016949,2.713428,61.62282,0.0245064339,0.1855406195,0.0047808299,0.0037928063,0.0078033462,0.0096317943,0.0758012462,0.1633886418
743,HIs,3,108.7796610169,223.7457627119,2.470078,58.528903,0.0236784911,0.191696203,0.0044769141,0.0032963179,0.0077381648,0.0093431337,0.0721205757,0.1664442441
744,HIs,3,110.3220338983,223.5254237288,2.713221,59.503355,0.0212854015,0.193407166,0.0020689655,0.0036703682,0.0085213326,0.0062068966,0.0841135623,0.161049837
745,HIs,3,111.8644067797,223.3050847458,2.482219,59.531907,0.0190373357,0.1950705802,0.0020689655,0.0029456458,0.008313703,0.0079953244,0.0814728229,0.1675366769
746,HIs,3,113.406779661,223.0847457627,2.728388,67.173185,0.0193921683,0.1938426334,0.0034829468,0.0031677382,0.0077962139,0.0103210532,0.0731739789,0.1834007271
747,HIs,3,114.9491525424,222.8644067797,2.893426,68.010319,0.0168041288,0.1963888696,0.0027001753,0.0027586207,0.0063752984,0.0135242548,0.0679810597,0.1940674994
748,HIs,3,116.4915254237,222.6440677966,2.889282,72.371421,0.0157685564,0.2070847656,0.004137931,0.0024079486,0.0092928112,0.0147399182,0.067356586,0.2007978286
749,HIs,3,118.0338983051,222.4237288136,2.950815,72.631222,0.0144306531,0.2051703335,0.003471654,0.0020689655,0.0100724128,0.0110443888,0.0723896225,0.1929182062
750,HIs,3,119.5762711864,222.2033898305,2.681049,65.896687,0.0172520778,0.2031835878,0.0045353594,0.0020689655,0.0101685009,0.0097467038,0.0725296932,0.1840523433
751,HIs,3,121.1186440678,221.9830508475,2.572334,70.038279,0.0188441688,0.2027399974,0.0021624781,0.0035184103,0.0102003982,0.0095733489,0.072692944,0.1871358805
752,HIs,3,122.6610169492,221.7627118644,2.162009,63.559083,0.0207655351,0.1986319825,0.0029222677,0.003974284,0.0097136178,0.0091818641,0.0792374367,0.1790125707
753,HIs,3,124.2033898305,221.5423728814,2.463069,68.113874,0.0204964883,0.2045763702,0.0022443016,0.0044359033,0.0112450842,0.0096024725,0.0795613627,0.1736871093
754,HIs,3,125.7457627119,221.3220338983,2.527208,69.547583,0.0182486206,0.2023378141,0.0020125014,0.0025949737,0.0117649506,0.0071790706,0.0846385799,0.1681645187
755,HIs,3,127.2881355932,221.1016949153,2.315044,67.189547,0.0160320558,0.200092522,0.0024398459,0.0015780245,0.0084597173,0.0050784059,0.0794559629,0.1645143587
756,HIs,3,128.8305084746,220.8813559322,2.149439,62.947093,0.0164487018,0.1983548128,0.0020689655,0.0020010104,0.0074693162,0.0063406274,0.0816612349,0.1667731231
757,HIs,3,130.3728813559,220.6610169492,2.03257,60.933252,0.0146941525,0.1991787933,0.0030157802,0.0025248393,0.0060018425,0.0088135593,0.0775379647,0.167710428
758,HIs,3,131.9152542373,220.4406779661,1.762148,51.263709,0.0114879791,0.1947844951,0.0021858562,0.0017416715,0.0061157614,0.0118527177,0.0734889895,0.1738024151
759,HIs,3,133.4576271186,220.2203389831,1.139698,34.576689,0.0113641542,0.2022403392,0.0020689655,0.0010876779,0.0064289889,0.0121770399,0.0685453051,0.1711804971
760,HIs,3,135,220,0.956188,28.475865,0.0165517241,0.1917241379,0.0020689655,0.0006896552,0.0082758621,0.0089655172,0.064137931,0.1696551724
761,HIs,3,136.5423728814,219.7796610169,1.10866,29.668446,0.0190304015,0.1807510723,0.0013793103,0.0006896552,0.0075283559,0.0085791835,0.0643231731,0.1580338587
762,HIs,3,138.0847457627,219.5593220339,1.118371,29.437698,0.0225410851,0.1663190324,0.0007481005,0.0006312098,0.0077710527,0.0078667446,0.066237407,0.151515914
763,HIs,3,139.6271186441,219.3389830508,1.269357,31.724228,0.0213559322,0.1592134642,0.0009468147,0.0004324956,0.0097667139,0.009525602,0.0623017563,0.1377216218
764,HIs,3,141.1694915254,219.1186440678,1.211948,29.704231,0.0237945893,0.1684226689,0.0006896552,0.0007035236,0.011780404,0.0124956166,0.0682217754,0.1327614934
765,HIs,3,142.7118644068,218.8983050847,1.164445,28.957012,0.0230391584,0.1801899969,0.0012305223,0.0006694469,0.0129726892,0.01320548,0.0723830845,0.1395249086
766,HIs,3,144.2542372881,218.6779661017,1.155423,28.867186,0.0230645177,0.1819071016,0.0009117475,0.0005707833,0.0143815194,0.0138085568,0.0729263291,0.1427473279
767,HIs,3,145.7966101695,218.4576271186,1.213326,30.008518,0.0190648743,0.173593993,0.0013616777,0.0003740503,0.011233197,0.0132611517,0.0599528475,0.143582403
768,HIs,3,147.3389830508,218.2372881356,1.123298,28.752446,0.0198597312,0.1728928469,0.0023231533,0.0005113473,0.0118408305,0.0128141933,0.0613503848,0.139394942
769,HIs,3,148.8813559322,218.0169491525,1.190071,28.679783,0.0233547633,0.1700417042,0.0033430742,0.0012273524,0.0092137614,0.0111761384,0.0643380321,0.1414116039
770,HIs,3,150.4237288136,217.7966101695,1.202909,29.15969,0.0249912332,0.1707355199,0.0034482759,0.0026076534,0.009563641,0.0101013383,0.0740112334,0.1422930391
771,HIs,3,151.9661016949,217.5762711864,1.203549,27.683646,0.0253302162,0.15315912,0.0027819988,0.0047124786,0.0120028925,0.0092244599,0.0778931936,0.1457355694
772,HIs,3,153.5084745763,217.3559322034,1.215947,27.949477,0.0195086628,0.1469007122,0.0014728229,0.0058562244,0.0118372644,0.008973442,0.0778070115,0.1412265599
773,HIs,3,155.0508474576,217.1355932203,1.109296,27.292306,0.0163296318,0.1472559411,0.0013793103,0.0054401728,0.0157451783,0.0064640561,0.0826213236,0.1443950906
774,HIs,3,156.593220339,216.9152542373,1.22413,28.101962,0.0148100526,0.1425470287,0.0013793103,0.0016836224,0.0117241379,0.0067441976,0.0735008767,0.1425494061
775,HIs,3,158.1355932203,216.6949152542,1.232913,29.60545,0.0184570427,0.1469030897,0.0017715876,0.0007831677,0.0140361965,0.0059380479,0.0810740077,0.1412933263
776,HIs,3,159.6779661017,216.4745762712,1.243733,29.404164,0.0218932332,0.1499248135,0.0012741087,0.0009117475,0.0147993541,0.0062181894,0.0776851678,0.1343416973
777,HIs,3,161.2203389831,216.2542372881,1.120347,29.090779,0.0230976037,0.1553954967,0.0010286382,0.0008416131,0.0157487444,0.0025715956,0.0800360578,0.1335089996
778,HIs,3,162.7627118644,216.0338983051,1.103612,28.502589,0.0223316724,0.1595809765,0.0013503848,0.0013793103,0.0136712597,0.0038573933,0.0816057613,0.1351656777
779,HIs,3,164.3050847458,215.813559322,1.194152,28.288598,0.0227394031,0.1480420807,0.002147421,0.0013793103,0.0122810528,0.006440678,0.0824705544,0.1427352425
780,HIs,3,165.8474576271,215.593220339,1.056931,26.066252,0.0261718293,0.1397743415,0.0032144944,0.0013793103,0.01109273,0.0098538866,0.0865538044,0.1486578371
781,HIs,3,167.3898305085,215.3728813559,0.938004,25.555871,0.0296852866,0.1341423887,0.0033547633,0.0006896552,0.0128997811,0.0113199735,0.0840115306,0.1519452397
782,HIs,3,168.9322033898,215.1525423729,1.274372,28.197948,0.028049213,0.1359373545,0.0025949737,4.67562828754941E-05,0.0132040932,0.0086310909,0.0792616073,0.1472868478
783,HIs,3,170.4745762712,214.9322033898,1.169074,27.971165,0.0287236129,0.1454601829,0.0010742058,4.67562828755333E-05,0.0125294951,0.0055885645,0.0844160913,0.1495814718
784,HIs,3,172.0169491525,214.7118644068,1.194665,29.240761,0.0275511397,0.1361059545,0.0013759423,0.0015780245,0.0129582264,0.0051548802,0.0766202736,0.1446207491
785,HIs,3,173.5593220339,214.4915254237,1.218862,28.892282,0.0264783207,0.1374050263,0.0010286382,0.0017299825,0.0118630199,0.0084343579,0.0759438925,0.138745307
786,HIs,3,175.1016949153,214.2711864407,1.032822,24.27884,0.027735193,0.1302206064,0.0011338399,0.0018308255,0.0094754777,0.0128068629,0.0745909321,0.1288997415
787,HIs,3,176.6440677966,214.0508474576,0.699364,21.432778,0.026685356,0.1375552011,0.0018710438,0.000490941,0.0083935453,0.011653211,0.075205896,0.1193828567
788,HIs,3,178.186440678,213.8305084746,0.609735,22.332395,0.027938464,0.1437335684,0.0024297418,0,0.0102396259,0.0098857839,0.0790446661,0.1189123221
789,HIs,3,179.7288135593,213.6101694915,0.764637,20.780256,0.0286588277,0.1471626267,0.0032261835,0,0.0130099357,0.0059208115,0.0772330583,0.133225292
790,HIs,3,181.2711864407,213.3898305085,1.221272,27.732863,0.0266243351,0.1466722801,0.0032144944,0.0002688486,0.0151607247,0.00787566,0.0772269166,0.1417595023
791,HIs,3,182.813559322,213.1694915254,1.262175,27.462438,0.0272339498,0.1358450307,0.0033749715,0.001143944,0.0149954928,0.01157218,0.0763997662,0.1546543304
792,HIs,3,184.3559322034,212.9491525424,1.181139,26.649174,0.0267695569,0.1390351564,0.0022450941,0.0014595489,0.0122759017,0.0121675301,0.0770224569,0.1499630506
793,HIs,3,185.8983050847,212.7288135593,1.163284,25.671985,0.0271887785,0.1442676995,0.0026183518,0.0020178506,0.0120397428,0.0110388414,0.079029609,0.1410753945
794,HIs,3,187.4406779661,212.5084745763,1.083047,24.464903,0.0311071927,0.1552514636,0.0013793103,0.0011221508,0.013154167,0.0074316734,0.0744815699,0.1325724871
795,HIs,3,188.9830508475,212.2881355932,1.153408,25.00687,0.0305988172,0.1509591972,0.0027352425,0.0006813341,0.0145812242,0.0076747665,0.0699959385,0.1371343946
796,HIs,3,190.5254237288,212.0677966102,0.936594,24.10318,0.0308732132,0.1391597737,0.0020338983,0.0013547435,0.0143541788,0.008803059,0.0724548039,0.1404534963
797,HIs,3,192.0677966102,211.8474576271,1.051488,24.062973,0.0236658114,0.119818126,0.0022793688,0.0021157218,0.0123624801,0.0088018703,0.0796207986,0.1420071521
798,HIs,3,193.6101694915,211.6271186441,0.997285,22.113258,0.0241127698,0.1238308453,0.0017416715,0.0027586207,0.0135242548,0.0089839424,0.0845191136,0.1382210819
799,HIs,3,195.1525423729,211.406779661,0.978649,23.017062,0.0229418815,0.1277575806,0.0012039743,0.0031677382,0.0156243252,0.0079719462,0.0792162379,0.1399213464
800,HIs,3,196.6949152542,211.186440678,0.957902,22.754166,0.0253528019,0.1367472684,0.0032887894,0.0028404442,0.0149929172,0.0079251899,0.070414962,0.1359672706
801,Hny,1,15,229,4.892193,56.052492,0.0155993432,0.1995073892,0.0041050903,0.0106732348,0.0049261084,0.0106732348,0.0878489327,0.171592775
802,Hny,1,18.4915254237,229.2881355932,5.254473,69.31141,0.0112648961,0.2319244371,0.0135359439,0.0090273306,0.0077072581,0.011732459,0.0841353555,0.1730491634
803,Hny,1,21.9830508475,229.5762711864,5.35266,76.038876,0.0140704712,0.2103933669,0.0096902396,0.0072773381,0.0068848627,0.0111779215,0.0769275575,0.1682744752
804,Hny,1,25.4745762712,229.8644067797,5.1637,76.593713,0.0141905319,0.1983423313,0.0052343262,0.0091174752,0.0072145341,0.0112145737,0.0785085538,0.1715864446
805,Hny,1,28.9661016949,230.1525423729,4.624052,76.72121,0.009709061,0.2200061417,0.0091840434,0.0088369375,0.0070485096,0.0126241964,0.0890717095,0.1796610169
806,Hny,1,32.4576271186,230.4406779661,4.438166,77.270457,0.0128112215,0.2066942714,0.0109526593,0.007693786,0.0053524057,0.0145061368,0.0777743217,0.1740970193
807,Hny,1,35.9491525424,230.7288135593,5.222151,83.972465,0.0143381311,0.2060921852,0.0090824079,0.0117124489,0.0042855303,0.0081538202,0.0846805813,0.1716058604
808,Hny,1,39.4406779661,231.0169491525,5.584112,86.045636,0.0152373971,0.2141691349,0.0058211572,0.0080771479,0.0051263509,0.0096135672,0.0762230433,0.1951387334
